Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
8559,17,3.0,72.82090193885385,48.31015655149775,7.0,7,19.0,1970,0.0,B,B,18,3374,5,620.0,1,2,B,368177.4880485584,0,1,0,1,0,1,0,1,0,1,0,1
1388,54,2.0,74.74730323868683,55.015253238686824,6.0,7,22.0,1977,0.006076152,B,B,30,5285,0,645.0,6,6,B,431137.95163426455,0,1,0,1,0,1,0,1,0,1,0,1
3778,111,1.0,39.081341429431056,19.292260383629127,7.0,4,16.0,1981,0.093442564,B,B,23,4635,5,3300.0,2,4,B,213835.76005013593,0,1,0,1,0,1,0,1,0,1,0,1
13695,48,2.0,53.78915958597465,30.437854808983143,8.0,11,12.0,1984,0.041124634,B,B,46,9515,5,900.0,1,10,B,328899.983912662,0,1,0,1,0,1,0,1,0,1,0,1
588,119,3.0,54.569412997703544,39.064349480551684,6.0,5,5.0,1966,0.000995363,B,B,42,7651,1,900.0,1,5,B,182752.50197541574,0,1,0,1,0,1,0,1,0,1,0,1
11317,91,2.0,46.71934652768453,30.47550275119686,6.0,7,12.0,1972,0.333891544,B,B,30,6564,1,900.0,0,0,B,194439.94968986136,0,1,0,1,0,1,0,1,0,1,0,1
9054,108,2.0,37.883574768101546,27.57067665089981,6.0,9,6.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B,236829.16924369585,0,1,0,1,0,1,0,1,0,1,0,1
9800,59,2.0,44.34720204880572,31.940781679651018,6.0,9,9.0,1971,0.019508796,B,B,37,7687,11,176.0,5,5,B,285165.89787956513,0,1,0,1,0,1,0,1,0,1,0,1
6458,1,2.0,67.75583463122534,63.18137926461392,9.0,8,17.0,2016,0.007122317,B,B,1,264,0,900.0,0,1,B,210234.09393184143,0,1,0,1,0,1,0,1,0,1,0,1
11178,67,1.0,36.117891586146406,22.40105136893013,9.0,10,16.0,1981,0.100455735,B,B,43,7227,0,900.0,1,6,A,168713.6324571926,0,1,0,1,1,0,0,1,0,1,1,0
5020,58,3.0,80.82693357515306,77.61112736476778,10.0,6,17.0,1999,0.050755569,B,B,24,5469,1,145.0,0,1,B,338474.7455861817,0,1,0,1,0,1,0,1,0,1,0,1
12786,27,1.0,43.528129431471434,22.40149746610256,6.0,8,17.0,2014,0.017647053,B,B,2,469,0,900.0,0,0,B,129628.80431044842,0,1,0,1,0,1,0,1,0,1,0,1
13625,6,1.0,38.38558369992457,32.78126,6.0,3,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,121189.93206048464,0,1,0,1,0,1,0,1,0,1,0,1
3732,112,1.0,20.213127721198227,13.800281080558724,6.0,5,9.0,1974,0.069660344,B,B,31,6119,4,900.0,1,2,B,113050.22991409188,0,1,0,1,0,1,0,1,0,1,0,1
10326,6,3.0,83.71812562465013,32.78126,6.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,221395.291614632,0,1,0,1,0,1,0,1,0,1,0,1
3208,52,3.0,81.43962209034126,32.78126,6.0,17,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,177875.7037019106,0,1,0,1,0,1,0,1,0,1,0,1
14011,28,1.0,31.695630909437853,21.87318857117166,6.0,9,6.0,1964,0.118537385,B,B,30,6207,1,1183.0,1,0,B,154860.02700716446,0,1,0,1,0,1,0,1,0,1,0,1
12386,23,2.0,63.58996099292201,32.78126,6.0,5,6.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,144708.80130228758,0,1,0,1,0,1,0,1,0,1,0,1
13166,88,2.0,44.65291105382333,28.722856840875085,6.0,10,12.0,1974,0.127375905,B,B,43,8429,3,900.0,3,9,B,207534.65902346614,0,1,0,1,0,1,0,1,0,1,0,1
11678,105,1.0,34.5718040690236,18.20255076609476,6.0,8,9.0,1975,0.069660344,B,B,31,6119,4,900.0,1,2,B,177058.1307257502,0,1,0,1,0,1,0,1,0,1,0,1
15636,32,1.0,33.78220666121041,22.550279709026285,6.0,9,9.0,1970,0.135649789,B,B,46,7960,6,350.0,3,11,B,159383.98483226952,0,1,0,1,0,1,0,1,0,1,0,1
14628,27,2.0,55.883112482899094,36.15106248289909,10.0,12,17.0,2017,0.011654127,B,B,4,915,0,900.0,0,0,B,153968.40540270868,0,1,0,1,0,1,0,1,0,1,0,1
12384,47,1.0,38.623489687860996,20.533438661704412,7.0,6,14.0,2006,0.197367951,B,B,8,2423,1,32.0,0,1,B,162818.7164109586,0,1,0,1,0,1,0,1,0,1,0,1
8055,32,3.0,77.10149616633085,49.89274782255683,10.0,9,16.0,1984,0.135649789,B,B,46,7960,6,350.0,3,11,B,409862.39574052056,0,1,0,1,0,1,0,1,0,1,0,1
13017,54,3.0,68.17371181080271,48.99598208977952,8.0,1,4.0,1950,0.006076152,B,B,30,5285,0,645.0,6,6,B,160694.58454774346,0,1,0,1,0,1,0,1,0,1,0,1
11236,1,3.0,79.21001117192617,32.78126,10.0,7,17.0,2016,0.007122317,B,B,1,264,0,900.0,0,1,B,219759.35301593665,0,1,0,1,0,1,0,1,0,1,0,1
12932,35,1.0,46.287194690063856,32.78126,6.0,13,6.0,2015,0.089039719,B,B,33,7976,5,900.0,0,11,B,195895.9832191407,0,1,0,1,0,1,0,1,0,1,0,1
16386,58,1.0,56.07258223016439,32.78126,6.0,4,9.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,118414.99840115511,0,1,0,1,0,1,0,1,0,1,0,1
16663,96,1.0,39.58373768587651,21.132456716049123,10.0,8,16.0,2004,0.041116354,B,B,53,14892,4,900.0,1,4,B,154045.5697295504,0,1,0,1,0,1,0,1,0,1,0,1
5372,27,1.0,45.20279190700034,23.347874032105288,6.0,6,17.0,2013,0.01405792,B,B,1,290,0,900.0,0,0,B,80178.57324565164,0,1,0,1,0,1,0,1,0,1,0,1
1702,121,2.0,47.545752530120104,28.242153786370825,6.0,1,9.0,1971,0.212515361,B,B,19,3293,16,628.0,3,7,B,205003.57688673653,0,1,0,1,0,1,0,1,0,1,0,1
2635,96,1.0,42.476702437757545,23.466673671350325,8.0,5,12.0,2003,0.041116354,B,B,53,14892,4,900.0,1,4,B,172894.05975500876,0,1,0,1,0,1,0,1,0,1,0,1
16322,177,4.0,74.17227960420624,53.64917996941925,6.0,4,16.0,1970,0.0,B,B,36,6714,2,2672.0,0,2,B,338641.2402836293,0,1,0,1,0,1,0,1,0,1,0,1
6876,30,2.0,54.451125367208185,52.22017961110304,6.0,10,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,203578.3619212029,0,1,0,1,0,1,0,1,0,1,0,1
8429,67,3.0,88.04193013555124,32.78126,6.0,16,22.0,1977,0.0077202819999999985,B,B,38,4788,2,900.0,0,4,B,232204.65654809072,0,1,0,1,0,1,0,1,0,1,0,1
14244,30,1.0,40.362079828424676,32.78126,6.0,17,22.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,126751.45108778682,0,1,0,1,0,1,0,1,0,1,0,1
3385,23,1.0,33.56089122560992,31.570440327871772,6.0,8,9.0,2017,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,63839.10105138373,0,1,0,1,0,1,0,1,0,1,0,1
14082,13,1.0,44.03756392280616,20.72539382368216,8.0,5,12.0,1996,0.090799103,B,B,74,19083,2,900.0,5,15,B,188395.63466612695,0,1,0,1,0,1,0,1,0,1,0,1
735,2,1.0,59.05677092061824,28.81001693536617,12.0,4,22.0,2007,0.309479124,B,B,35,7715,4,990.0,0,6,B,328346.4375271223,0,1,0,1,0,1,0,1,0,1,0,1
10368,130,3.0,56.45227383408976,39.70331892356535,6.0,7,9.0,1965,0.341071945,B,B,27,5664,48,2300.0,3,11,B,272783.8796199872,0,1,0,1,0,1,0,1,0,1,0,1
2543,59,1.0,40.354645865387404,24.01268502798603,6.0,2,14.0,1974,0.309479124,B,B,35,7715,4,990.0,0,6,B,156736.45010808384,0,1,0,1,0,1,0,1,0,1,0,1
15906,1,2.0,61.734560637265304,32.78126,6.0,8,6.0,2017,0.007122317,B,B,1,264,0,900.0,0,1,B,181580.02428659954,0,1,0,1,0,1,0,1,0,1,0,1
13072,59,2.0,50.3918142242363,32.89325633384121,8.0,8,17.0,1986,0.019508796,B,B,37,7687,11,176.0,5,5,B,326174.1751906913,0,1,0,1,0,1,0,1,0,1,0,1
6487,30,2.0,75.63255556596535,42.1817511426047,14.0,4,6.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,132039.42225783187,0,1,0,1,0,1,0,1,0,1,0,1
16503,27,2.0,59.7145897678988,32.78126,6.0,5,12.0,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,139881.1926357559,0,1,0,1,0,1,0,1,0,1,0,1
9807,107,3.0,81.36600634470605,56.304599694565326,8.0,6,9.0,1961,0.050272014,B,B,21,4231,14,1020.0,0,3,B,447933.5570801573,0,1,0,1,0,1,0,1,0,1,0,1
10620,38,1.0,46.3188472439622,21.15779914672733,6.0,15,6.0,2014,0.060753049,B,B,15,2787,2,520.0,0,7,B,236093.1056323709,0,1,0,1,0,1,0,1,0,1,0,1
14419,132,3.0,65.8691197490201,48.61409277040119,7.0,8,16.0,1973,0.007658515,B,B,35,7077,56,2301.0,3,19,B,383565.61511957506,0,1,0,1,0,1,0,1,0,1,0,1
325,101,1.0,32.937433504549944,17.353632556312046,6.0,7,6.0,1971,0.225824954,A,B,41,6558,7,1548.0,3,2,B,139657.14697670072,1,0,0,1,0,1,1,0,0,1,0,1
8564,6,1.0,44.647552758119495,24.957994370578863,9.0,19,6.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,137595.752932485,0,1,0,1,0,1,0,1,0,1,0,1
1583,1,2.0,64.9717851102846,32.78126,10.0,19,24.0,2017,0.007122317,B,B,1,264,0,900.0,0,1,B,212894.5475998681,0,1,0,1,0,1,0,1,0,1,0,1
10314,96,2.0,58.99355814905813,33.80709475197395,11.0,9,14.0,2004,0.041116354,B,B,53,14892,4,900.0,1,4,B,235471.6524573881,0,1,0,1,0,1,0,1,0,1,0,1
13613,147,2.0,41.525813749698436,27.64352185566051,6.0,5,14.0,1975,0.319809354,B,B,25,4756,16,2857.0,5,8,B,208333.69385638068,0,1,0,1,0,1,0,1,0,1,0,1
6220,66,2.0,43.73631645956973,32.40462029101764,6.0,9,9.0,1972,0.111627393,B,B,50,12238,8,1970.0,2,3,B,249122.43960872607,0,1,0,1,0,1,0,1,0,1,0,1
8374,25,2.0,75.96440189461201,45.17958204434102,11.0,2,25.0,2009,0.069753361,B,B,53,13670,4,900.0,1,11,B,188098.04754659414,0,1,0,1,0,1,0,1,0,1,0,1
4569,22,2.0,68.77829383326376,61.81994104393009,6.0,4,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B,189098.43001386672,0,1,0,1,0,1,0,1,0,1,0,1
342,52,1.0,33.481414369667576,19.37911726889315,6.0,10,6.0,1975,0.371148999,B,B,34,7065,1,750.0,2,5,B,137341.5995198932,0,1,0,1,0,1,0,1,0,1,0,1
8823,7,2.0,59.466919168449834,33.74658904473486,9.0,18,6.0,2016,0.130617806,B,B,39,10418,9,900.0,1,9,B,71291.54616277714,0,1,0,1,0,1,0,1,0,1,0,1
11302,111,1.0,44.34915818303492,23.656061388998953,8.0,5,12.0,1986,0.093442564,B,B,23,4635,5,3300.0,2,4,B,243040.13769314004,0,1,0,1,0,1,0,1,0,1,0,1
741,13,1.0,40.27022239513371,23.02938106920911,8.0,5,12.0,1982,0.090799103,B,B,74,19083,2,900.0,5,15,B,194107.0221116977,0,1,0,1,0,1,0,1,0,1,0,1
377,30,1.0,37.59386618111414,32.78126,6.0,3,6.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,131908.21144078881,0,1,0,1,0,1,0,1,0,1,0,1
10360,30,1.0,42.06277176156735,39.82430885513811,6.0,10,17.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B,102227.31317059993,0,1,0,1,0,1,0,1,0,1,0,1
535,2,3.0,74.19904875578756,44.73588895764597,10.0,5,14.0,2008,0.035145267,B,B,42,9292,3,2620.0,0,3,B,512797.3734005682,0,1,0,1,0,1,0,1,0,1,0,1
4597,54,2.0,38.137956067939314,22.709428962526587,7.0,8,9.0,1967,0.006076152,B,B,30,5285,0,645.0,6,6,B,224757.9913985407,0,1,0,1,0,1,0,1,0,1,0,1
10233,45,2.0,66.67957791873144,32.78126,6.0,15,17.0,1977,0.195781053,B,B,23,5212,6,900.0,3,2,B,192084.11516777286,0,1,0,1,0,1,0,1,0,1,0,1
4211,1,3.0,77.56325668408144,57.83120668408144,6.0,4,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,221143.09214990772,0,1,0,1,0,1,0,1,0,1,0,1
10100,53,1.0,40.65549933910779,22.05776848447152,10.0,18,19.0,2017,0.049637257,B,B,34,7759,0,229.0,1,3,B,199166.19839241388,0,1,0,1,0,1,0,1,0,1,0,1
4500,23,1.0,30.190297488063845,28.1806806413837,10.0,8,17.0,2013,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,102069.27074022224,0,1,0,1,0,1,0,1,0,1,0,1
12208,27,1.0,38.85688979182382,22.4088217619132,6.0,17,17.0,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,125387.98424417328,0,1,0,1,0,1,0,1,0,1,0,1
5053,69,2.0,54.88593177280396,35.39219679409811,9.0,5,16.0,1983,0.000991363,B,B,33,6783,3,900.0,1,9,B,320532.7138504725,0,1,0,1,0,1,0,1,0,1,0,1
2101,63,1.0,50.15487279331461,48.21573141859207,10.0,14,17.0,2018,0.23861713,B,B,26,3889,6,705.0,3,6,B,280202.20153327525,0,1,0,1,0,1,0,1,0,1,0,1
11087,9,2.0,60.987084505396545,32.78126,6.0,5,6.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B,179144.8130739315,0,1,0,1,0,1,0,1,0,1,0,1
14439,6,2.0,53.31873532888334,32.78126,6.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,147639.02886498734,0,1,0,1,0,1,0,1,0,1,0,1
10161,62,1.0,54.101322895002795,52.98152914889968,10.0,4,17.0,2015,0.072157581,B,B,2,629,1,900.0,0,0,A,135613.0266570616,0,1,0,1,1,0,0,1,0,1,1,0
16034,9,2.0,54.029392622462204,31.062163251967807,8.0,7,17.0,1992,0.161531741,B,B,25,5648,1,30.0,2,4,B,173834.65371485846,0,1,0,1,0,1,0,1,0,1,0,1
15797,8,1.0,38.87446464457707,19.04761185502673,8.0,11,17.0,1993,0.219006007,B,B,28,6746,3,900.0,1,4,B,170851.18046692546,0,1,0,1,0,1,0,1,0,1,0,1
5813,123,2.0,75.93979664656275,36.33487157417501,13.0,7,12.0,2009,0.0,B,B,6,2733,0,920.0,0,4,B,376746.4394810252,0,1,0,1,0,1,0,1,0,1,0,1
15343,23,3.0,66.03304500970015,32.78126,6.0,9,12.0,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,130284.35197633068,0,1,0,1,0,1,0,1,0,1,0,1
8475,74,1.0,33.250013099851344,20.192087891272443,6.0,3,5.0,1966,0.371148999,B,B,34,7065,1,750.0,2,5,B,111578.39249433018,0,1,0,1,0,1,0,1,0,1,0,1
12944,113,1.0,40.870551150070575,22.71941859708304,8.0,11,17.0,1999,0.050755569,B,B,24,5469,1,145.0,0,1,B,202906.219573144,0,1,0,1,0,1,0,1,0,1,0,1
3205,27,1.0,37.530396193144405,34.58602886083637,6.0,3,17.0,2015,0.011654127,B,B,4,915,0,900.0,0,0,B,96418.70117590172,0,1,0,1,0,1,0,1,0,1,0,1
233,18,1.0,40.4898419889715,23.17479377581022,7.0,5,15.0,2001,0.0,B,B,30,5562,0,900.0,0,5,A,195089.17474542235,0,1,0,1,1,0,0,1,0,1,1,0
7556,145,2.0,55.9506522751074,30.32206681132589,8.0,11,17.0,1998,0.0,B,B,30,5562,0,900.0,0,5,A,241056.0422181488,0,1,0,1,1,0,0,1,0,1,1,0
15114,13,1.0,40.789580997310146,23.616372544985172,8.0,7,17.0,1999,0.090799103,B,B,74,19083,2,900.0,5,15,B,181058.00757746148,0,1,0,1,0,1,0,1,0,1,0,1
2351,111,3.0,63.95277149942746,42.56957122779794,6.0,8,9.0,1968,0.135649789,B,B,46,7960,6,350.0,3,11,B,282595.0482116064,0,1,0,1,0,1,0,1,0,1,0,1
8915,69,2.0,80.12630122421082,39.39334509802024,11.0,15,24.0,2012,0.000991363,B,B,33,6783,3,900.0,1,9,B,308962.6082799329,0,1,0,1,0,1,0,1,0,1,0,1
4243,19,2.0,58.317005269098864,34.33322904353807,10.0,22,22.0,1995,0.000991363,B,B,33,6783,3,900.0,1,9,B,290669.1457436673,0,1,0,1,0,1,0,1,0,1,0,1
2309,6,2.0,61.547027611994935,41.814977611994934,6.0,9,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B,173732.1387467272,0,1,0,1,0,1,0,1,0,1,0,1
15413,93,3.0,78.26453604633366,41.65571364710964,11.0,7,24.0,2012,0.050900058,B,B,43,10621,1,30.0,2,3,B,311756.18582742626,0,1,0,1,0,1,0,1,0,1,0,1
5462,72,2.0,65.2682581978848,39.31806625473629,8.0,5,5.0,1963,0.210473241,B,B,11,2398,2,1994.0,3,0,B,252551.9582572872,0,1,0,1,0,1,0,1,0,1,0,1
13636,57,2.0,61.97995201755483,35.318690663440684,10.0,3,17.0,2002,0.13321533300000002,B,B,49,11395,3,1406.0,3,4,A,248095.79059810823,0,1,0,1,1,0,0,1,0,1,1,0
10598,113,1.0,36.867610105214325,18.344443152267136,6.0,1,9.0,1969,0.050755569,B,B,24,5469,1,145.0,0,1,B,156960.71172623485,0,1,0,1,0,1,0,1,0,1,0,1
4083,58,2.0,66.35728841460525,65.87452590210435,6.0,3,12.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B,152850.1336404857,0,1,0,1,0,1,0,1,0,1,0,1
964,1,2.0,63.55522917235734,32.78126,6.0,9,20.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,204348.19562516303,0,1,0,1,0,1,0,1,0,1,0,1
8378,21,2.0,53.965898978287726,31.079694202425788,8.0,19,6.0,1995,0.034331497,B,B,25,5487,3,900.0,0,4,B,271788.0071933646,0,1,0,1,0,1,0,1,0,1,0,1
15127,150,1.0,17.046187516471182,17.521778891296357,8.0,7,12.0,1982,0.300322518,B,B,52,10311,6,900.0,1,9,B,74222.11046534611,0,1,0,1,0,1,0,1,0,1,0,1
7477,48,1.0,40.46922408213322,37.06196021120481,10.0,19,20.0,2017,0.041124634,B,B,46,9515,5,900.0,1,10,B,240710.8601978821,0,1,0,1,0,1,0,1,0,1,0,1
16653,23,3.0,76.1262742163286,43.19453722894236,10.0,10,17.0,2009,0.075778755,B,B,6,1437,3,900.0,0,2,B,299563.85715687263,0,1,0,1,0,1,0,1,0,1,0,1
3739,120,3.0,98.1146814766507,56.15119111141202,12.0,15,17.0,2007,0.0006991189999999999,B,B,14,3369,24,4129.0,0,3,B,296586.1456525213,0,1,0,1,0,1,0,1,0,1,0,1
2510,27,1.0,38.73793051716,24.1781193648755,8.0,14,14.0,2005,0.041116354,B,B,53,14892,4,900.0,1,4,B,182642.35551821362,0,1,0,1,0,1,0,1,0,1,0,1
8285,27,3.0,82.69673154128053,81.03675039848184,10.0,14,14.0,2018,0.072157581,B,B,2,629,1,900.0,0,0,A,240748.5817682702,0,1,0,1,1,0,0,1,0,1,1,0
1682,27,1.0,38.14086553923047,32.78126,6.0,12,6.0,1977,0.011654127,B,B,4,915,0,900.0,0,0,B,116722.02527604294,0,1,0,1,0,1,0,1,0,1,0,1
3772,29,1.0,35.0421790959032,19.590776626142226,6.0,5,5.0,1961,0.040242764,B,B,25,3478,11,2729.0,3,1,B,162635.0971419442,0,1,0,1,0,1,0,1,0,1,0,1
4874,28,2.0,45.16373044524129,27.201878860257324,6.0,3,5.0,1964,0.118537385,B,B,30,6207,1,1183.0,1,0,B,117729.448142729,0,1,0,1,0,1,0,1,0,1,0,1
9023,8,2.0,52.25791478470514,32.63531908603789,9.0,8,14.0,2006,0.092290642,B,B,21,4346,2,165.0,1,2,B,268419.6752799736,0,1,0,1,0,1,0,1,0,1,0,1
8457,21,1.0,33.81890427659867,21.74887166502974,9.0,10,12.0,1967,0.194489265,B,B,47,8004,3,125.0,3,5,B,157933.3597167861,0,1,0,1,0,1,0,1,0,1,0,1
11873,67,2.0,52.46662680308231,33.95501053812815,8.0,5,14.0,1987,0.0077202819999999985,B,B,38,4788,2,900.0,0,4,B,242757.0004175871,0,1,0,1,0,1,0,1,0,1,0,1
11516,173,2.0,66.23555392168586,38.075719427559534,8.0,6,8.0,1960,0.081943463,B,B,20,2738,20,900.0,1,4,B,426779.6757908049,0,1,0,1,0,1,0,1,0,1,0,1
559,25,2.0,52.24801300255672,33.72937442593381,7.0,6,17.0,1993,0.069753361,B,B,53,13670,4,900.0,1,11,B,85434.18782325336,0,1,0,1,0,1,0,1,0,1,0,1
2820,44,2.0,48.68480716964468,30.304909782304307,6.0,11,12.0,1972,0.122190486,B,B,25,4724,2,1308.0,1,3,B,195258.53581657575,0,1,0,1,0,1,0,1,0,1,0,1
1279,23,1.0,41.341135688378635,32.78126,6.0,4,4.0,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,90020.30499318677,0,1,0,1,0,1,0,1,0,1,0,1
13783,53,1.0,38.105017719065344,21.73422385061377,8.0,3,12.0,1982,0.313924552,B,B,22,4625,11,3855.0,2,10,B,197515.76769628163,0,1,0,1,0,1,0,1,0,1,0,1
542,23,3.0,135.1642311063573,115.4321811063573,6.0,2,6.0,1977,0.014072961,B,B,2,475,0,900.0,0,0,B,166687.73582433807,0,1,0,1,0,1,0,1,0,1,0,1
12771,44,2.0,51.99488855770154,31.811567724922124,6.0,5,12.0,1981,0.175054867,B,B,36,10055,3,900.0,1,0,B,226706.25161445863,0,1,0,1,0,1,0,1,0,1,0,1
13301,27,1.0,37.645820210072415,32.78126,6.0,4,16.0,2016,0.211401214,B,B,9,1892,0,900.0,0,1,B,88993.15543288397,0,1,0,1,0,1,0,1,0,1,0,1
2154,27,1.0,44.15361938638872,41.77933734434121,10.0,5,20.0,2016,0.011654127,B,B,4,915,0,900.0,0,0,B,134173.53618725325,0,1,0,1,0,1,0,1,0,1,0,1
2968,6,1.0,48.75773310529986,32.78126,6.0,16,6.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B,155224.2276652908,0,1,0,1,0,1,0,1,0,1,0,1
10709,52,2.0,64.51520710288801,44.78315710288801,6.0,9,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,189484.63156823398,0,1,0,1,0,1,0,1,0,1,0,1
12831,70,2.0,55.37441988203647,33.972125142859696,9.0,11,24.0,2009,0.002211665,B,B,39,7614,3,900.0,1,5,A,104137.09191786412,0,1,0,1,1,0,0,1,0,1,1,0
1177,23,1.0,30.806584597827253,27.77621125756176,6.0,2,6.0,1977,0.034656082000000005,B,B,0,168,0,900.0,0,0,B,65379.95734475591,0,1,0,1,0,1,0,1,0,1,0,1
5201,111,1.0,31.64958147185561,21.48112969278636,6.0,1,9.0,1963,0.1363303,B,B,30,6141,10,262.0,3,6,B,151062.78038841294,0,1,0,1,0,1,0,1,0,1,0,1
8857,47,1.0,40.719652872638285,22.346909027104896,7.0,6,17.0,2003,6.99893e-05,B,B,46,10309,1,240.0,1,16,B,201323.773301427,0,1,0,1,0,1,0,1,0,1,0,1
898,93,1.0,47.56444337054507,23.574422811627468,13.0,9,24.0,2012,0.050900058,B,B,43,10621,1,30.0,2,3,B,199556.86590520246,0,1,0,1,0,1,0,1,0,1,0,1
3809,6,1.0,53.39269991707995,33.66064991707995,6.0,7,6.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B,129606.28290529865,0,1,0,1,0,1,0,1,0,1,0,1
7801,27,1.0,39.01083585194189,32.78126,10.0,12,19.0,1977,0.211401214,B,B,9,1892,0,900.0,0,1,B,91268.37773591458,0,1,0,1,0,1,0,1,0,1,0,1
12840,69,3.0,79.241120502054,49.6656866263902,10.0,15,16.0,1977,0.000991363,B,B,33,6783,3,900.0,1,9,B,380613.3739170898,0,1,0,1,0,1,0,1,0,1,0,1
6042,94,2.0,54.69426949377282,37.599916476351844,6.0,8,9.0,1971,0.282797669,B,B,33,8667,2,900.0,0,6,B,100245.54034245512,0,1,0,1,0,1,0,1,0,1,0,1
9741,8,1.0,32.330333302772885,21.141703519115573,6.0,8,9.0,1980,0.219006007,B,B,28,6746,3,900.0,1,4,B,153824.02047663243,0,1,0,1,0,1,0,1,0,1,0,1
2521,129,2.0,53.98995387267331,35.34784805920609,6.0,7,9.0,1970,0.020741326,B,B,24,5613,5,1340.0,2,5,B,307297.04684873496,0,1,0,1,0,1,0,1,0,1,0,1
865,1,1.0,40.63146001960157,20.899410019601568,6.0,17,17.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,135862.43626486594,0,1,0,1,0,1,0,1,0,1,0,1
16514,128,3.0,74.97657181327205,49.35558881911789,10.0,2,17.0,1992,0.0,B,B,27,4798,0,30.0,2,8,B,302428.2814113376,0,1,0,1,0,1,0,1,0,1,0,1
4363,75,2.0,43.92273521678444,28.338527063473407,6.0,5,5.0,1963,0.307466659,B,A,30,5048,9,325.0,2,5,B,183619.27163266318,0,1,1,0,0,1,0,1,1,0,0,1
15283,96,1.0,39.22879467501645,21.662834778006534,8.0,2,10.0,1995,0.041116354,B,B,53,14892,4,900.0,1,4,B,151909.6459149844,0,1,0,1,0,1,0,1,0,1,0,1
1106,66,2.0,46.29737422409241,29.7018076462285,6.0,13,6.0,1972,0.161975568,B,A,31,7010,5,4508.0,3,7,B,238608.6626828097,0,1,1,0,0,1,0,1,1,0,0,1
1296,52,2.0,67.97220540381187,32.78126,6.0,13,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B,183794.366241372,0,1,0,1,0,1,0,1,0,1,0,1
13866,94,2.0,64.28506724828556,38.56251674804049,9.0,16,16.0,1972,0.282797669,B,B,33,8667,2,900.0,0,6,B,343995.10296205425,0,1,0,1,0,1,0,1,0,1,0,1
6061,61,3.0,57.54116208983821,41.005769283804774,6.0,9,9.0,1976,0.300322518,B,B,52,10311,6,900.0,1,9,B,241284.69870009,0,1,0,1,0,1,0,1,0,1,0,1
556,119,3.0,55.21318159197818,39.688166520184865,6.0,3,5.0,1965,0.000995363,B,B,42,7651,1,900.0,1,5,B,214400.93941050424,0,1,0,1,0,1,0,1,0,1,0,1
12464,1,2.0,61.12303072263193,32.78126,6.0,15,20.0,1977,0.007122317,B,B,1,264,0,900.0,0,1,B,203425.98654397926,0,1,0,1,0,1,0,1,0,1,0,1
8397,70,1.0,50.33710217441808,27.720594711473595,11.0,18,6.0,2004,0.093442564,B,B,23,4635,5,3300.0,2,4,B,337684.95983058924,0,1,0,1,0,1,0,1,0,1,0,1
14957,23,2.0,58.63486587397398,32.78126,6.0,5,17.0,1977,0.075778755,B,B,6,1437,3,900.0,0,2,B,179772.35500744413,0,1,0,1,0,1,0,1,0,1,0,1
15126,37,2.0,45.57479661015466,30.839079945268512,6.0,6,12.0,1970,0.127811589,B,B,28,7287,5,320.0,1,3,B,192358.1290200675,0,1,0,1,0,1,0,1,0,1,0,1
